corpus_id,candidate_id,acn,query_id,silver_screening_status,silver_primary_event_type,silver_secondary_event_types,silver_multi_event_flag,reason_for_exclusion,labeler,label_date,verification_status,author_verification_status,author_verification_date
ASRS_GOPS_00035,CAND_003202,1780356,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00036,CAND_002718,1858921,Q02,include_ground_cabin_event,hazmat_mobility_device,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00037,CAND_004343,1652883,Q02,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00038,CAND_004949,1566857,Q02;Q04;Q10,include_ground_cabin_event,ramp_ground_handling,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00039,CAND_008635,950549,Q02,include_ground_cabin_event,other_ground_operation,baggage_cargo_weight_balance;maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00040,CAND_000631,2218880,Q02,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00041,CAND_003008,1808092,Q02,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00042,CAND_001227,2109827,Q02;Q10;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00043,CAND_003133,1787499,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00044,CAND_001885,1980848,Q02,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00045,CAND_000763,2198680,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00046,CAND_004323,1655716,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00047,CAND_003743,1716730,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00048,CAND_001383,2078869,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00049,CAND_001039,2145192,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00050,CAND_005593,1454261,Q02;Q10,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00051,CAND_003336,1768194,Q02,include_ground_cabin_event,maintenance_readiness,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00052,CAND_001908,1977662,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00053,CAND_002677,1865374,Q02,include_ground_cabin_event,hazmat_mobility_device,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00054,CAND_003190,1781086,Q02,include_ground_cabin_event,hazmat_mobility_device,pushback_towing_chocks,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00055,CAND_005463,1473948,Q02,include_ground_cabin_event,hazmat_mobility_device,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00056,CAND_000267,2277779,Q02;Q10;Q11,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00057,CAND_008399,978450,Q02,include_ground_cabin_event,other_ground_operation,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00058,CAND_001098,2133215,Q02;Q10,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00059,CAND_003385,1761688,Q02;Q09,include_ground_cabin_event,cabin_service,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00060,CAND_000892,2171453,Q02;Q10;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00061,CAND_001543,2045479,Q02,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00062,CAND_000750,2201311,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00063,CAND_002494,1891864,Q02;Q09,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00064,CAND_003730,1718460,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00065,CAND_001868,1983102,Q02;Q10;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00066,CAND_001352,2086923,Q02;Q10;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00067,CAND_000915,2168560,Q02;Q10;Q11,include_ground_cabin_event,hazmat_mobility_device,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00068,CAND_007614,1122758,Q02,include_ground_cabin_event,jetway_or_gate_infrastructure,pushback_towing_chocks;maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00069,CAND_006505,1314629,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00070,CAND_008604,953859,Q02,include_ground_cabin_event,gate_or_boarding,maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00071,CAND_005918,1407202,Q02,include_ground_cabin_event,other_ground_operation,baggage_cargo_weight_balance;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00072,CAND_005802,1419222,Q02;Q09;Q11,include_ground_cabin_event,hazmat_mobility_device,cabin_service;maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00073,CAND_007683,1110455,Q02;Q10,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00074,CAND_000784,2195332,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00075,CAND_007045,1238161,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00076,CAND_002397,1904724,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,pushback_towing_chocks,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00077,CAND_007440,1159810,Q02;Q10,include_ground_cabin_event,hazmat_mobility_device,cabin_service;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00078,CAND_002326,1912098,Q02;Q10;Q11,include_ground_cabin_event,hazmat_mobility_device,pushback_towing_chocks;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00079,CAND_005054,1543228,Q02;Q10;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00080,CAND_004920,1570926,Q02,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00081,CAND_007171,1215829,Q02,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00082,CAND_003315,1770089,Q02;Q11,include_ground_cabin_event,baggage_cargo_weight_balance,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00083,CAND_007622,1121827,Q02,include_ground_cabin_event,hazmat_mobility_device,pushback_towing_chocks,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00084,CAND_001002,2152381,Q02,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00085,CAND_000955,2161160,Q02,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00086,CAND_006030,1388543,Q02;Q10,include_ground_cabin_event,hazmat_mobility_device,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00087,CAND_001294,2098732,Q02;Q10,include_ground_cabin_event,hazmat_mobility_device,dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00088,CAND_001075,2137461,Q02;Q10,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00089,CAND_004597,1609809,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00090,CAND_006324,1335881,Q02;Q10,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00091,CAND_005260,1514276,Q02,include_ground_cabin_event,dispatch_or_coordination,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00092,CAND_002923,1820579,Q02;Q04;Q09;Q10,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00093,CAND_004767,1590442,Q02,include_ground_cabin_event,other_ground_operation,baggage_cargo_weight_balance;maintenance_readiness,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00094,CAND_008247,997765,Q02,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00095,CAND_004483,1623479,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00096,CAND_002784,1848107,Q02;Q10,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00097,CAND_008554,960277,Q02,include_ground_cabin_event,baggage_cargo_weight_balance,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00098,CAND_000557,2228451,Q02,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00099,CAND_000850,2179332,Q02;Q04;Q09,include_ground_cabin_event,pushback_towing_chocks,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00100,CAND_000755,2200755,Q02,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00101,CAND_004782,1588755,Q02,include_ground_cabin_event,hazmat_mobility_device,pushback_towing_chocks;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00102,CAND_004001,1688595,Q02;Q09;Q11,include_ground_cabin_event,hazmat_mobility_device,cabin_service;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00103,CAND_003904,1696555,Q02,include_ground_cabin_event,hazmat_mobility_device,cabin_service;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00104,CAND_001099,2133122,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00105,CAND_008385,980320,Q02,include_ground_cabin_event,gate_or_boarding,maintenance_readiness;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00106,CAND_002429,1900135,Q02;Q10,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00107,CAND_000916,2168559,Q02,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00108,CAND_004380,1646540,Q02,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00109,CAND_003918,1695846,Q02;Q10,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00110,CAND_003138,1786792,Q02;Q09;Q10,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00111,CAND_003055,1800220,Q02,include_ground_cabin_event,hazmat_mobility_device,pushback_towing_chocks;dispatch_or_coordination,needs_author_review,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00112,CAND_004957,1565205,Q02;Q09,include_ground_cabin_event,other_ground_operation,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00113,CAND_002085,1950139,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00114,CAND_008744,932536,Q02;Q10,include_ground_cabin_event,jetway_or_gate_infrastructure,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00115,CAND_005003,1554843,Q02;Q09;Q10,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00116,CAND_002351,1909190,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00117,CAND_007209,1206680,Q02,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00118,CAND_000718,2205435,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00119,CAND_001354,2086759,Q02;Q09;Q10,exclude_not_ground_or_cabin,not_relevant,,false,airborne_or_non_ground_context_only,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00120,CAND_008585,956630,Q02;Q11,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00121,CAND_007189,1212113,Q02;Q10,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00122,CAND_004284,1661147,Q02,include_ground_cabin_event,gate_or_boarding,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
ASRS_GOPS_00123,CAND_004763,1590819,Q02,include_ground_cabin_event,hazmat_mobility_device,,false,,agent_silver_v0_2,2026-06-03,author_verified_single_reviewer,author_reported_no_issues,2026-06-03
